Key;Item.Type;Publication.Year;Author;Title;Publication.Title;Abstract.Note;File.Attachments
F7892W87;journalArticle;2022;"Pilowsky, JA; Manica, A; Brown, S; Rahbek, C; Fordham, DA";Simulations of human migration into North America are more sensitive to demography than choice of palaeoclimate model;ECOLOGICAL MODELLING;Reconstructions of the spatiotemporal dynamics of human dispersal away from evolutionary origins in Africa are important for determining the ecological consequences of the arrival of anatomically modern humans in naive landscapes and interpreting inferences from ancient genomes on indigenous population history. While efforts have been made to independently validate these projections against the archaeological record and contemporary measures of genetic diversity, there has been no comprehensive assessment of how parameter values and choice of palaeoclimate model affect projections of early human migration. We simulated human migration into North America with a process-explicit migration model using simulated palaeoclimate data from two different atmosphere-ocean general circulation models and did a sensitivity analysis on the outputs using a machine learning algorithm. We found that simulated human migration into North America was more sensitive to un-certainty in demographic parameters than choice of atmosphere-ocean general circulation model used for simulating climate-human interactions. Our findings indicate that the accuracy of process-explicit human migration models will be improved with further research on the population dynamics of ancient humans, and that uncertainties in model parameters must be considered in estimates of the timing and rate of human colo-nisation and their consequence on biodiversity.;PILOWSKY_2022.txt
8CAKZWHP;journalArticle;2022;"Liggins, F; Vichi, A; Liu, W; Hogg, A; Kogou, S; Chen, JL; Liang, HD";Hyperspectral imaging solutions for the non-invasive detection and automated mapping of copper trihydroxychlorides in ancient bronze;HERITAGE SCIENCE;"Ancient bronze is subject to complex degradation which can lead, in cases where copper chlorides are present, to a cyclic and self-sustaining degradation process commonly referred to as \bronze disease\"". If left untreated, bronze disease can eat away at a bronze object until it is entirely deteriorated. The presence of copper trihydroxychlorides is indicative that this process is underway and therefore the detection of these corrosion products is necessary in guiding conservation of ancient bronze artefacts. In this paper we present a high spatial/spectral resolution short wave infrared (SWIR) imaging solution for mapping copper trihydroxychlorides in ancient bronze, combining hyperspectral imaging with an in-house developed unsupervised machine learning algorithm for automated spectral clustering. For this work, verification was obtained through use of an in-house developed reference database of typical ancient bronze corrosion products from several archaeological sites, and from collections of the National Museum of China. This paper also explores the suitability, and limitations, of a visible to near-infrared (VNIR) hyperspectral imaging system as a more accessible solution for mapping copper trihydroxychlorides associated with bronze disease. We suggest that our hyperspectral imaging solution can provide a non-invasive, rapid, and high resolution material mapping within and across bronze objects, particularly beneficial for analysing large collections in a museum setting.""";Liggins et al. - 2022 - Hyperspectral imaging solutions for the non-invasi.txt
77W4ETMN;journalArticle;2020;"Molada-Tebar, A; Marques-Mateu, A; Lerma, JL; Westland, S";Dominant Color Extraction with K-Means for Camera Characterization in Cultural Heritage Documentation;REMOTE SENSING;The camera characterization procedure has been recognized as a convenient methodology to correct color recordings in cultural heritage documentation and preservation tasks. Instead of using a whole color checker as a training sample set, in this paper, we introduce a novel framework named the Patch Adaptive Selection with K-Means (P-ASK) to extract a subset of dominant colors from a digital image and automatically identify their corresponding chips in the color chart used as characterizing colorimetric reference. We tested the methodology on a set of rock art painting images captured with a number of digital cameras. The characterization approach based on the P-ASK framework allows the reduction of the training sample size and a better color adjustment to the chromatic range of the input scene. In addition, the computing time required for model training is less than in the regular approach with all color chips, and obtained average color differences Delta E-ab(*) lower than two CIELAB units. Furthermore, the graphic and numeric results obtained for the characterized images are encouraging and confirms that the P-ASK framework based on the K-means algorithm is suitable for automatic patch selection for camera characterization purposes.;Molada-Tebar et al. - 2020 - Dominant Color Extraction with K-Means for Camera .txt
JHTXNJF7;conferencePaper;2022;"Bellavia, F; Colombo, C; Morelli, L; Remondino, F";Challenges in Image Matching for Cultural Heritage: An Overview and Perspective;;Image matching, as the task of finding correspondences in images, is the upstream component of vision and photogrammetric applications aiming at the reconstruction of 3D scenes, their understanding and comparison. Such applications are of special importance in the context of cultural heritage, as they can support archaeologists to digitally preserve, restore and analyze antiquities, but also to compare their changes over time. The success of deep learning, now firmly established, paired with the evolution of computer hardware, has led to many advances in image processing, including image matching. Despite this progress, image matching still offers challenges, in terms of the matching process itself but also on other practical and technical aspects. This paper gives an overview of the current status of the research in image matching with a particular focus on cultural heritage, presenting both strengths and weaknesses of the most recent approaches by means of visual comparisons on exemplar challenging image pairs. Besides assisting researchers and practitioners in the choice of the most suitable solution for a given task, this analysis also suggests lines of research worth to be investigated by the community in the near future.;Bellavia et al. - 2022 - Challenges in Image Matching for Cultural Heritage.txt
ETPU3YMG;journalArticle;2021;"Dhivya, S; Devi, GU";TAMIZHI: Historical Tamil-Brahmi Script Recognition Using CNN and MobileNet;ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING;Computational epigraphy is the study of an ancient script where the computer science and mathematical model is relatively built for epigraphy. The Tamil-Brahmi inscriptions are the most ancient of the extant written of the Tamil. The inscriptions furnish valuable information on many aspects of life in the ancient Tamil country from a period anterior to the literary age of Sangam. The recognition of the script and systematic analysis of the script is required. The recognition of this script is complex, containing various curves for a single character and the style of writing overlap with curves and lines. Generating corpus of the script is necessary, since it is the initial step for computational epigraphy. The archaeological department has supported the raw data that helped to develop a corpus of Tamizhi. In this article, we have implemented a convolution neural network in various ways, i.e., (i) Training the CNN model from scratch a Softmax classifier in a sequential model (ii) using MobileNet: Transfer learning paradigm from a pre-trained model on a Tamizhi dataset (iii) Building Model with CNN and SVM (iv) SVM for evaluation of best accuracy to recognize handwritten Brahmi characters. To train the CNN Model an extensive TAMIZHI handwritten Brahmi Dataset of 1lakh and 90,000 isolated samples for the character has been created and deployed. The designed dataset consists of 9 vowels and 18 consonants and 209 class so researchers can use machine learning. MobileNet outperformed among all the models implemented with the accuracy of 68.3%, whereas other algorithm ranges from 58% to 67% with respect to the Tamizhi dataset. MobileNet model is trained and tested for the dataset of vowels (8 class), consonants (18 class), and consonants vowels (26 class) with the accuracy of 98.1%, 97.7%, 97.5%, respectively.;3402891.txt
NZ6IXMHA;journalArticle;2017;"Lowe, DJ; Pearce, NJG; Jorgensen, MA; Kuehn, SC; Tryon, CA; Hayward, CL";Correlating tephras and cryptotephras using glass compositional analyses and numerical and statistical methods: Review and evaluation;QUATERNARY SCIENCE REVIEWS;We define tephras and cryptotephras and their components (mainly ash-sized particles of glass crystals in distal deposits) and summarize the basis of tephrochronology as a chronostratigraphic correlational and dating tool for palaeoenvironmental, geological, and archaeological research. We then document and appraise recent advances in analytical methods used to determine the major, minor, and trace elements of individual glass shards from tephra or cryptotephra deposits to aid their correlation and application. Protocols developed recently for the electron probe microanalysis of major elements in individual glass shards help to improve data quality and standardize reporting procedures. A narrow electron beam (diameter similar to 3-5 gm) can now be used to analyze smaller glass shards than previously attainable. Reliable analyses of 'microshards' (defined here as glass shards < 32 gm in diameter) using narrow beams are useful for fine-grained samples from distal or ultra-distal geographic locations, and for vesicular or microlite-rich glass shards or small melt inclusions. Caveats apply, however, in the microprobe analysis of very small microshards (<=similar to 5 gm in diameter), where particle geometry becomes important, and of microlite-rich glass shards where the potential problem of secondary fluorescence across phase boundaries needs to be recognised. Trace element analyses of individual glass shards using laser ablation inductively coupled plasma-mass spectrometry (LA-ICP-MS), with crater diameters of 20 mu m and 10 mu m, are now effectively routine, giving detection limits well below 1 ppm. Smaller ablation craters (< 10 mu m) can be subject to significant element fractionation during analysis, but the systematic relationship of such fractionation with glass composition suggests that analyses for some elements at these resolutions may be quantifiable. In undertaking analyses, either by microprobe or LA-ICP-MS, reference material data acquired using the same procedure, and preferably from the same analytical session, should be presented alongside new analytical data. In part 2 of the review, we describe, critically assess, and recommend ways in which tephras or cryptotephras can be correlated (in conjunction with other information) using numerical or statistical analyses of compositional data. Statistical methods provide a less subjective means of dealing with analytical data pertaining to tephra components (usually glass or crystalsiphenocrysts) than heuristic alternatives. They enable a better understanding of relationships among the data from multiple viewpoints to be developed and help quantify the degree of uncertainty in establishing correlations. In common with other scientific hypothesis testing, it is easier to infer using such analysis that two or more tephras are different rather than the same. Adding stratigraphic, chronological, spatial, or palaeoenvironmental data (i.e. multiple criteria) is usually necessary and allows for more robust correlations to be made. A two-stage approach is useful, the first focussed on differences in the mean composition of samples, or their range, which can be visualised graphically via scatterplot matrices or bivariate plots coupled with the use of statistical tools such as distance measures, similarity coefficients, hierarchical cluster analysis (informed by distance measures or similarity or cophenetic coefficients), and principal components analysis (PCA). Some statistical methods (cluster analysis, discriminant analysis) are referred to as 'machine learning' in the computing literature. The second stage examines sample variance and the degree of compositional similarity so that sample equivalence or otherwise can be established on a statistical basis. This stage may involve discriminant function analysis (DFA), support vector machines (SVMs), canonical variates analysis (CVA), and ANOVA or MANOVA (or its two-sample special case, the Hotelling two-sample T-2 test). Randomization tests can be used where distributional assumptions such as multivariate normality underlying parametric tests are doubtful. Compositional data may be transformed and scaled before being subjected to multivariate statistical procedures including calculation of distance matrices, hierarchical cluster analysis, and PCA. Such transformations may make the assumption of multivariate normality more appropriate. A sequential procedure using Mahalanobis distance and the Hotelling two-sample T-2 test is illustrated using glass major element data from trachytic to phonolitic Kenyan tephras. All these methods require a broad range of high-quality compositional data which can be used to compare 'unknowns' with reference (training) sets that are sufficiently complete to account for all possible correlatives, including tephras with heterogeneous glasses that contain multiple compositional groups. Currently, incomplete databases are tending to limit correlation efficacy. The development of an open, online global database to facilitate progress towards integrated, high-quality tephrostratigraphic frameworks for different regions is encouraged. (C) 2017 Elsevier Ltd. All rights reserved.;Lowe et al. - 2017 - Correlating tephras and cryptotephras using glass .txt
LRYYUQWL;journalArticle;2022;"Ochungo, P; Khalaf, N; Merlo, S; Beldados, A; M'Mbogori, FN; Tiki, W; Lane, PJ";Remote Sensing for Biocultural Heritage Preservation in an African Semi-Arid Region: A Case Study of Indigenous Wells in Northern Kenya and Southern Ethiopia;REMOTE SENSING;The region of Southern Ethiopia (Borana) and Northern Kenya (Marsabit) is characterised by erratic rainfall, limited surface water, aridity, and frequent droughts. An important adaptive response to these conditions, of uncertain antiquity, has been the hand-excavation of a sequence of deep wells at key locations often along seasonal riverbeds and valley bottoms where subterranean aquifers can be tapped. Sophisticated indigenous water management systems have developed to ensure equitable access to these critical water resources, and these are part of well-defined customary institutional leadership structures that govern the community giving rise to a distinctive form of biocultural heritage. These systems, and the wells themselves, are increasingly under threat, however, from climate change, demographic growth, and socio-economic development. To contribute to an assessment of the scale, distribution and intensity of these threats, this study aimed to evaluate the land-use land-cover (LULC) and precipitation changes in this semi-arid to arid landscape and their association with, and impact on, the preservation of traditional wells. Multitemporal Landsat 5, 7 and 8 satellite imagery covering the period 1990 to 2020, analysed at a temporal resolution of 10 years, was classified using supervised classification via the Random Forest machine learning method to extract the following classes: bare land, grassland, shrub land, open forest, closed forest, croplands, settlement and waterbodies. Change detection was then applied to identify and quantify changes through time and landscape degradation indices were generated using the Shannon Diversity Index fragmentation index within a 15 km buffer of each well cluster. The results indicated that land cover change was mostly driven by increasing anthropogenic changes with resultant reduction in natural land cover classes. Furthermore, increased fragmentation has occurred within most of the selected buffer distances of the well clusters. The main drivers of change that have directly or indirectly impacted land degradation and the preservation of indigenous water management systems were identified through an analysis of land cover changes in the last 30 years, supporting insights from previous focused group discussions with communities in Kenya and Ethiopia. Our approach showed that remote sensing methods can be used for the spatially explicit mapping of landscape structure around the wells, and ultimately towards assessment of the preservation status of the indigenous wells.;Ochungo et al. - 2022 - Remote Sensing for Biocultural Heritage Preservati.txt
2WSAM6W3;journalArticle;2010;"Vogel, S; Marker, M";Reconstructing the Roman topography and environmental features of the Sarno River Plain (Italy) before the AD 79 eruption of Somma-Vesuvius;GEOMORPHOLOGY;A methodology was developed to reconstruct the Roman topography and environmental features of the Sarno River plain, Italy, before the AD 79 eruption of the Somma-Vesuvius volcanic complex. We collected, localized and digitized more than 1800 core drilling data to gain a representative network of stratigraphical information covering the entire plain. Besides other stratigraphical data including the characteristics of the pre-AD 79 stratum, the depth to the pre-AD 79 surface was identified from the available drilling documentations. Instead of a simple interpolation method, we used a machine based learning approach based on classification and regression trees to reconstruct the pre-AD 79 topography. We hypothesize that the present-day topography reflects the ancient topography and related surface processes, because volcanic deposits from the AD 79 eruption coated the ancient landscape. Thus, ancient physiographic elements of the Sarno River plain are still recognizable in the present-day topography. Therefore, a high-resolution, present-day digital elevation model (DEM) was generated. A detailed terrain analysis yielded 15 different primary and secondary topographic indices. Subsequently, a classification and regression model was applied to predict the depth of the pre-AD 79 surface combining present-day topographic indices with other physiographic data. This model was calibrated with the measured depth of the pre-AD 79 surface. The resulting pre-AD 79 DEM was compared with the classified characteristic of the pre-AD 79 stratum, identified from the drilling documentations. This allowed the reconstruction of pre-AD 79 environmental features of the Sarno River plain such as the ancient coastline, the paleo-course of the Sarno River and its floodplain. To the knowledge of the authors, it is the first time that the pre-AD 79 topography of the Sarno River plain was systematically reconstructed using a detailed database and sophisticated data mining technologies. (C) 2009 Elsevier B.V. All rights reserved.;Vogel et Marker - 2010 - Reconstructing the Roman topography and environmen.txt
Z39FBHZV;bookSection;2006;"Bertacchini, PA; Bilotta, E; Di Bianco, E; Di Blasi, G; Pantano, P";Virtual museum net;TECHNOLOGIES FOR E-LEARNING AND DIGITAL ENTERTAINMENT, PROCEEDINGS;"A project named \Virtual Museum Net of Magna Graecia\"" is presented, whose objective is to provide an unitary image of the archaeological heritage of Calabria (a Southern Italian region), through Computer Technology, Multimedia Designing and Virtual Reconstructions. The project aims to encourage the technological transfer of the most advanced researches in the exploitation and conservation sector of the Cultural Heritage. The \""Virtual Museum Net of Magna Graecia\"" project is included in the context of Knowledge Media Design for Museums. This project links the museum scenery and multimedia, in order to use technology as system of representation.""";Bertacchini_2006.txt
ZVSGQNE2;conferencePaper;2013;"Soile, S; Adam, K; Ioannidis, C; Georgopoulos, A";ACCURATE 3D TEXTURED MODELS OF VESSELS FOR THE IMPROVEMENT OF THE EDUCATIONAL TOOLS OF A MUSEUM;;"Besides the demonstration of the findings, modern museums organize educational programs which aim to experience and knowledge sharing combined with entertainment rather than to pure learning. Toward that effort, 2D and 3D digital representations are gradually replacing the traditional recording of the findings through photos or drawings. The present paper refers to a project that aims to create 3D textured models of two lekythoi that are exhibited in the National Archaeological Museum of Athens in Greece; on the surfaces of these lekythoi scenes of the adventures of Odysseus are depicted. The project is expected to support the production of an educational movie and some other relevant interactive educational programs for the museum. The creation of accurate developments of the paintings and of accurate 3D models is the basis for the visualization of the adventures of the mythical hero. The data collection was made by using a structured light scanner consisting of two machine vision cameras that are used for the determination of geometry of the object, a high resolution camera for the recording of the texture, and a DLP projector. The creation of the final accurate 3D textured model is a complicated and tiring procedure which includes the collection of geometric data, the creation of the surface, the noise filtering, the merging of individual surfaces, the creation of a c-mesh, the creation of the UV map, the provision of the texture and, finally, the general processing of the 3D textured object. For a better result a combination of commercial and in-house software made for the automation of various steps of the procedure was used. The results derived from the above procedure were especially satisfactory in terms of accuracy and quality of the model. However, the procedure was proved to be time consuming while the use of various software packages presumes the services of a specialist.";SOILE_2013.txt
HI4ZSRIE;journalArticle;2021;"Finlayson, S; Bogacz, B; Mara, H; Panagiotopoulos, D";Searching for ancient Aegean administrators: Computational experiments on identical seal impressions;JOURNAL OF ARCHAEOLOGICAL SCIENCE;Seals and sealings were widely used in Neopalatial Crete, primarily in community-wide administrative systems to manage the movement and storage of goods, but also to secure or control channels of intra-site communication using parchment documents. The main principle of this monitoring process was the use of the seal impression as an 'indexical' sign, that is, as a means of identifying a seal-user who was acting in an authorising or securing role. Given the fact that seal-users could be acting on their own behalf or, alternatively, as representatives of an institution, there is uncertainty in the literature still over whether the seal impression stood for a single identifiable individual or not. In this paper, we present a new computational methodology for identifying and quantifying similarity within sets of multiple seal impressions made by the same seal. Using a combination of visualisations derived from computational analysis of 3-D scans, experimental work to make seal impressions, and scrutiny of the relevant sealing casts within the Corpus of Minoan and Mycenaean Seals, Heidelberg, we are able to identify groups of sealings impressed in significantly similar ways. We consider it probable that seal impressions with a high degree of similarity were made by the same individual or by two or more people trained to work in a very specific way. This computational methodology is transferable and would prove valuable for other collections of material with identifiable repeated visual elements, such as coins. The implications of our research and the nuance it adds to reconstructions of Neopalatial sealing practices are of broader relevance for sphragistic studies, and provide a point of comparison with the contemporary sealing material of the Ancient Near East.;FINLAYSON_2021.txt
WSAW85TL;journalArticle;2022;"Mohsan, SAH; Mazinani, A; Othman, NQH; Amjad, H";Towards the internet of underwater things: a comprehensive survey;EARTH SCIENCE INFORMATICS;The innovative concept of Internet of Underwater Things (IoUT) has a huge impact in different sectors including a small scientific laboratory, to a medium sized harbor, and to monitor vast undiscovered oceans. Internet of Underwater Things (IoUT) has become a powerful technology to support various applications such as collecting real-time aquatic information, naval military applications, maritime security, natural disaster prediction and control, archaeological expeditions, oil and gas exploration, shipwrecks discovery, water contamination, marine life observation and smart Ocean. IoUT is referred as smart intricately linked underwater objects to monitor these underwater operations. The IoUT framework incorporates several underwater communication technologies based on magnetic induction, optical signals, radio signals and acoustic waves. It is an emerging communication ecosystem which can reveal a new era of research, business and naval applications. It is a novel and vibrant paradigm for the Blue Economy sector bringing the ability to communicate autonomous underwater vehicles (AUVs), sensing, actuating and transferring this data to control centers using regular internet speeds through low cost technologies. It is anticipated to support future networking systems which can bring tremendous improvement in previous generations in terms of stable networking, high coverage, massive connectivity, low latency, high data rate and low power consumption. This study introduces the possible network framework of IoUT which is naturally heterogeneous and must be flexible enough to work under unpredicted ocean conditions. In this study, we examine channel models, routing protocols, networking topologies and simulation tools. Furthermore, we discussed recent advancements in IoUT in terms of smart devices, consumer electronics, communication and role of AUVs. In addition, edge computing, optical wireless communication (OWC), data analytics, blockchain, intelligent reflecting surfaces (IRS) and machine learning were viewed as promising techniques to support IoUT. We have dedicated a complete section to applications of IoUT. Finally, numerous open research challenges and future directions were presented. We believe this survey will be helpful to aggregate the research efforts and eliminate the technical uncertainties towards breakthrough novelties of IoUT.;Mohsan et al. - 2022 - Towards the internet of underwater things a compr.txt
8IRTQ249;journalArticle;2010;"Aertsen, W; Kint, V; van Orshoven, J; Ozkan, K; Muys, B";Comparison and ranking of different modelling techniques for prediction of site index in Mediterranean mountain forests;ECOLOGICAL MODELLING;Forestry science has a long tradition of studying the relationship between stand productivity and abiotic and biotic site characteristics, such as climate, topography, soil and vegetation. Many of the early site quality modelling studies related site index to environmental variables using basic statistical methods such as linear regression. Because most ecological variables show a typical non-linear course and a non-constant variance distribution, a large fraction of the variation remained unexplained by these linear models. More recently, the development of more advanced non-parametric and machine learning methods provided opportunities to overcome these limitations. Nevertheless, these methods also have drawbacks. Due to their increasing complexity they are not only more difficult to implement and interpret, but also more vulnerable to overfitting. Especially in a context of regionalisation, this may prove to be problematic. Although many non-parametric and machine learning methods are increasingly used in applications related to forest site quality assessment, their predictive performance has only been assessed for a limited number of methods and ecosystems. In this study, five different modelling techniques are compared and evaluated, i.e. multiple linear regression (MLR), classification and regression trees (CART), boosted regression trees (BRT), generalized additive models (GAM), and artificial neural networks (ANN). Each method is used to model site index of homogeneous stands of three important tree species of the Taurus Mountains (Turkey): Pinus brutia, Pinus nigra and Cedrus libani. Site index is related to soil, vegetation and topographical variables, which are available for 167 sample plots covering all important environmental gradients in the research area. The five techniques are compared in a multi-criteria decision analysis in which different model performance measures, ecological interpretability and user-friendliness are considered as criteria. When combining these criteria, in most cases GAM is found to outperform all other techniques for modelling site index for the three species. BRT is a good alternative in case the ecological interpretability of the technique is of higher importance. When user-friendliness is more important MLR and CART are the preferred alternatives. Despite its good predictive performance, ANN is penalized for its complex, non-transparent models and big training effort. (C) 2010 Elsevier B.V. All rights reserved.;j.ecolmodel.2010.01.007.txt
QRTEDQFG;journalArticle;2022;"Wilson, KM; McCool, WC; Brewer, SC; Zamora-Wilson, N; Schryver, PJ; Lamson, RLF; Huggard, AM; Coltrain, JB; Contreras, DA; Codding, BF";Climate and demography drive 7000 years of dietary change in the Central Andes;SCIENTIFIC REPORTS;"Explaining the factors that influence past dietary variation is critically important for understanding changes in subsistence, health, and status in past societies; yet systematic studies comparing possible driving factors remain scarce. Here we compile the largest dataset of past diet derived from stable isotope delta C-13 parts per thousand and delta N-15 parts per thousand values in the Americas to quantitatively evaluate the impact of 7000 years of climatic and demographic change on dietary variation in the Central Andes. Specifically, we couple paleoclimatic data from a general circulation model with estimates of relative past population inferred from archaeologically derived radiocarbon dates to assess the influence of climate and population on spatiotemporal dietary variation using an ensemble machine learning model capable of accounting for interactions among predictors. Results reveal that climate and population strongly predict diet (80% of delta 15N parts per thousand and 66% of delta 13C parts per thousand) and that Central Andean diets correlate much more strongly with local climatic conditions than regional population size, indicating that the past 7000 years of dietary change was influenced more by climatic than socio-demographic processes. Visually, the temporal pattern suggests decreasing dietary variation across elevation zones during the Late Horizon, raising the possibility that sociopolitical factors overrode the influence of local climatic conditions on diet during that time. The overall findings and approach establish a general framework for understanding the influence of local climate and demography on dietary change across human history.";Wilson et al. - 2022 - Climate and demography drive 7000 years of dietary.txt
RDK9HLWH;conferencePaper;2008;"Mucha, HJ; Bartel, HG; Dolata, J";Effects of data transformation on cluster analysis of archaeometric data;;"In archaeometry the focus is mainly on chemical analysis of archaeological artifacts such as glass objects or pottery. Usually the artefacts are characterized by their chemical composition. Here the focus is on cluster analysis of compositional data. Using Euclidean distances cluster analysis is closely related to principal component analysis (PCA) that is a frequently used multivariate projection technique in archaeometry. Since PCA and cluster analysis based on Euclidean distances are scale dependent, some kind of \appropriate\"" data transformation is necessary. Some different techniques of data preparation will be presented. We consider the log-ratio transformation of Aitchison and the transformation into ranks in more detail. From the statistical point of view the latter is a robust method.""";mucha2008.txt
VWR8BRYU;conferencePaper;2021;"Kim, JE; Arshad, MZ; Jong, YS; Hong, JH; Kim, J; Kim, YM; IEEE COMP SOC";3D Pots Configuration System by Optimizing over Geometric Constraints;;While potteries are common artifacts excavated in archaeological sites, the restoration process relies on manual cleaning and reassembly of shattered pieces. Since the number of possible 3D configurations is considerably large, the exhaustive manual trial may result in abrasion on fractured surfaces and even failure to find the correct matches. As a result, many recent works suggest virtual reassembly from 3D scans of the fragments. The problem is challenging in the view of the conventional 3D geometric analysis, as it is hard to extract reliable shape features from the thin break lines. We propose to optimize for the global configuration by combining geometric constraints with information from noisy shape features. Specifically, we enforce bijection and continuity of sequence of correspondences given estimates of corners and pair-wise matching scores between multiple break lines. We demonstrate that our pipeline greatly increases the accuracy of correspondences, resulting in stable restoration of 3D configurations from irregular and noisy evidence.;icpr48806.2021.9412372.txt
KPDHY4U2;journalArticle;2022;"Zhang, XW; Aliaga, D";RFCNet: Enhancing urban segmentation using regularization, fusion, and;COMPUTER VISION AND IMAGE UNDERSTANDING;Image segmentation is a fundamental task that has benefited from recent advances in machine learning. One type of segmentation, of particular interest to computer vision, is that of urban segmentation. Although recent solutions have leveraged on deep neural networks, approaches usually do not consider regularities appearing in facade structures (e.g., windows are often in groups of similar alignment, size, or spacing patterns) as well as additional urban structures such as building footprints and roofs. Moreover, both satellite and street view images are often noisy and occluded, thus getting the complete structure segmentation from a partial observation is difficult. Our key observations are that facades and other urban structures exhibit regular structures, and additional views are often available. In this paper, we present a novel framework (RFCNet) that consists of three modules to achieve multiple goals. Specifically, we propose Regularization to improve the regularities given an initial segmentation, Fusion that fuses multiple views of the segmentation, and Completion that can infer the complete structure if necessary. Experimental results show that our method outperforms previous state-of-the-art methods quantitatively and qualitatively for multiple facade datasets. Furthermore, by applying our framework to other urban structures (e.g., building footprints and roofs), we demonstrate our approach can be generalized to various pattern types.;ZHANG_2022.txt
5NCWFSNG;conferencePaper;2008;"Pantos, E; Davidovits, J; Gelfi, M; Cornacchia, G; Bontenipi, E; Colombi, P; Depero, L";Technology Transfer in the Bronze Age: The Case of a Faience-Like Blue Glaze Produced at Bread-Oven Temperatures;;"Flow familiar were the pre-Homeric Greeks with Egyptian technology'? Accounts of apparent mythological nature and archaeological evidence indicate cultural contacts. To what extent did Greek craftsmen learn their ail from Egyptians? At excavations in Djoser's pyramid (3rd dynasty, ca. 2750 13C) sonic 36000 glazed tiles were found. most with a turqoise-blue glaze coating but also many with other colours. The glazing process has been interpreted as a self-glazing process involving alkali salts, copper oxide (CuO) and firing temperatures of around 850 degrees C. One investigation (Schiegel, 1988) indicated that this glaze was composed mainly of quartz, tenorite and water with a minor amount of alkalis, iron. phosphorus and chlorine. The interpretation of the data as indicative of the presence of chemically bound water is rather puzzling if such high temperatures were indeed used to produce the,laze oil these tiles, and in such large quantities.An alternative explanation has been proposed (Davidovits, 2005) according to which what is needed in order to replicate this self-glazing process is soluble silicate SiO2, K2O, Na2O + synthetic turquoise (inafkat), aluminium phosphate hydrate + copper phosphate hydrate and a firing temperature of 250'C. The resulting glaze call be described its it geopolynier-type material where the vitrified matfix is (K, Na)-Poly(Sialate-decaSiloxo), (Si-O-Al-O)-(Si-O-) 10. The process call be controlled to produce blue (K+) or green (Na+) at 250'C or black at 350'C in the presence of Cu-phosphate, Cu-silicate and tenorite, or beige in the presence of' Fe-salts (phosphate, arsenate). The process results in a vitreous matrix with the appearance of a fitience-type material and with a composition corresponding to the starting materials. We have used a number of techniques to characterise this turqUoise-blue --copolymer glaze\ produced experimentally by Davidovits. Synchrotron-XRD of'sinall flakes front the outer blue surface layer and the white inner core was used to determine the %weight ofthe diffracting phases as well as the amorphous component which constitutes some 87% ofthe scattering mass. SEM/EDS was employed to study the vitreous matrix morphology as well as the local elemental composition. Raman spectroscopy was used to correlate the other observations with the Molecular composition of the areas examined. It is an appealing thought, that ancient craftsmen were as ingenious in matters of solid state chemistry and metallurgy as present-day industrial materials scientists. Could similar skills have been used for decorating metal obJects such its mentioned in the Homeric epics, particularly when referring to Hephaestian arts? Why not? Whitt else could the Greeks have learned from the wiseold Egyptians, a mature and technologically advanced civilisation well before Homeric times'?""";Pantos_2008.txt
JWES66NF;journalArticle;2017;"Bolton, MS; Beaudoin, AB";Climate reconstructions based on postglacial macrofossil assemblages from four river systems in southwestern Alberta;CANADIAN WATER RESOURCES JOURNAL;Following floods experienced in southwestern Alberta in June 2013, 36 palaeoenvironmental sediment samples were collected from the banks of four affected streams: the Kananaskis River, Highwood River, Tongue Creek and Jumping-pound Creek. The sampled layers were deposited during the Holocene, and provide evidence of riparian ecology in the region since the end of the last glacial interval. The samples were processed to extract sub-fossil macroremains (including seeds, fruits, and aquatic and terrestrial mollusc shells). Macrofossils are particularly useful for creating fine-resolution (site-specific) reconstructions. An innovative aspect of this study was the derivation of regional bioclimatic trends through time. This was achieved by applying a dual-layered weighted calibration function which incorporated the relative productivity of indicator taxa, their modelled climatic optima, and the influence of climate (temperature and precipitation) on their ecological niche. Optima and climatic influence values were calculated using the machine-learning maximum entropy environmental niche modelling tool, MAXENT, trained on global occurrence records for the taxa. This study aimed to address gaps in prior palaeoenvironmental research, allowing for a spatially explicit quantitative reconstruction of climate in the transitional foothill region near Calgary. Results indicated warm conditions immediately following glacial retreat, followed by an early to mid-Holocene cooling which coincided with the driest interval. Temperature and moisture regimes oscillated in the mid-Holocene, exhibiting the highest values for both parameters. Increased moisture was at least in part prompted by increased input from summer glacial meltwater (the result of higher summer temperatures) which added to the riparian water budget. The mid-to late Holocene, and up to modern times, showed a gradual decrease in both moisture and temperature, until stabilizing near the Holocene average.;BOLTON_2017.txt
