Key;Item.Type;Publication.Year;Author;Title;Publication.Title;Abstract.Note;File.Attachments
U9JHW8NI;journalArticle;2021;"Davis, DS; Caspari, G; Lipo, CP; Sanger, MC";Deep learning reveals extent of Archaic Native American shell-ring building practices;JOURNAL OF ARCHAEOLOGICAL SCIENCE;In the mid-Holocene (5000 - 3000 cal B.P.), Native American groups constructed shell rings, a type of circular midden, in coastal areas of the American Southeast. These deposits provide important insights into Native American socioeconomic organization but are also quite rare: only about 50 such rings have been documented to date. Recent work using automated LiDAR analysis demonstrates that many more shell rings likely exist than are currently recorded in state archaeological databases. Here, we use deep learning, a form of machine intelligence, to detect shell ring deposits and identify their geographic range in LiDAR data from South Carolina. We corroborate our results using synthetic aperture radar (SAR), multispectral data, and a random forest analysis. We conclude that a greater number of shell rings exist and that their distribution expanded further north than currently documented. Our evidence suggests that ring-construction was a more widespread and common practice during the mid-Holocene.;j.jas.2021.105433.txt
A2QXBKFI;journalArticle;2018;"Gu, MX; Buckley, M";Semi-supervised machine learning for automated species identification by collagen peptide mass fingerprinting;BMC BIOINFORMATICS;Background: Biomolecular methods for species identification are increasingly being utilised in the study of changing environments, both at the microscopic and macroscopic levels. High-throughput peptide mass fingerprinting has been largely applied to bacterial identification, but increasingly used to identify archaeological and palaeontological skeletal material to yield information on past environments and human-animal interaction. However, as applications move away from predominantly domesticate and the more abundant wild fauna to a much wider range of less common taxa that do not yet have genetically-derived sequence information, robust methods of species identification and biomarker selection need to be determined. Results: Here we developed a supervised machine learning algorithm for classifying the species of ancient remains based on collagen fingerprinting. The aim was to minimise requirements on prior knowledge of known species while yielding satisfactory sensitivity and specificity. The algorithm uses iterations of a modified random forest classifier with a similarity scoring system to expand its identified samples. We tested it on a set of 6805 spectra and found that a high level of accuracy can be achieved with a training set of five identified specimens per taxon. Conclusions: This method consistently achieves higher accuracy than two-dimensional principal component analysis and similar accuracy with hierarchical clustering using optimised parameters, which greatly reduces requirements for human input. Within the vertebrata, we demonstrate that this method was able to achieve the taxonomic resolution of family or sub-family level whereas the genus- or species-level identification may require manual interpretation or further experiments. In addition, it also identifies additional species biomarkers than those previously published.;Gu et Buckley - 2018 - Semi-supervised machine learning for automated spe.txt
Y6VKERBI;journalArticle;2022;"Badawy, WM; Dmitriev, AY; Koval, VY; Smirnova, VS; Chepurchenko, OE; Lobachev, VV; Belova, MO; Galushko, AM";Formation of reference groups for archaeological pottery using neutron activation and multivariate statistical analyses;ARCHAEOMETRY;"For the first time in Russia, instrumental neutron activation analysis (INAA) and related analytical techniques were used to determine the distribution patterns of elemental composition in archeological pottery in terms of classification and provenance of medieval pottery. A total of 48 fragments have been discovered in three locations; Bolgar, the Moscow Kremlin (MosKremlin), and Selitrennoe settlement (Selitrennoe). The assemblages were subjected to INAA in order to determine the concentrations of 37 elements in mg/kg. The data were analyzed using geochemical, bivariate, and multivariate statistical techniques. To classify the fragments according to their origin hierarchical clustering (HCA), linear discriminant (LDA), and principal component analyses (PCA) were used. Based on the INAA results, the first attempt was made to apply machine learning methods to the study of artifacts in Russia. The results show that they are reliable and powerful in extracting information about critical elements for identifying ceramic fragments and using them as chemical fingerprints. Chromium was the most useful element and was used in conjunction with other elements as a fingerprint to distinguish sherds. Chemical and statistical analyses help to establish of reference groups for medieval archeological pottery, which will be used in the future to classify and identify various unknown sherds. These reference groups serve as baseline data for determining the fragment's place of manufacture and are considered a reasonable judgment based on experimental data.";Badawy et al. - 2022 - Formation of reference groups for archaeological p.txt
MV54QAMR;journalArticle;2019;"Byeon, W; Dominguez-Rodrigo, M; Arampatzis, G; Baquedano, E; Yravedra, J; Mate-Gonzalez, MA; Koumoutsakos, P";Automated identification and deep classification of cut marks on bones and its paleoanthropological implications;JOURNAL OF COMPUTATIONAL SCIENCE;The identification of cut marks and other bone surface modifications (BSM) provides evidence for the emergence of meat-eating in human evolution. This most crucial part of taphonomic analysis of the archaeological human record has been controversial due to highly subjective interpretations of BSM. Here, we use a sample of 79 trampling and cut marks to compare the accuracy in mark identification on bones by human experts and computer trained algorithms. We demonstrate that deep convolutional neural networks (DCNN) and support vector machines (SVM) can recognize marks with accuracy that far exceeds that of human experts. Automated recognition and analysis of BSM using DCNN can achieve an accuracy of 91% of correct identification of cut and trampling marks versus a much lower accuracy rate (63%) obtained by trained human experts. This success underscores the capability of machine learning algorithms to help resolve controversies in taphonomic research and, more specifically, in the study of bone surface modifications. We envision that the proposed methods can help resolve on-going controversies on the earliest human meat-eating behaviors in Africa and other issues such as the earliest occupation of America. (C) 2019 Elsevier B.V. All rights reserved.;j.jocs.2019.02.005.txt
3UQVQS3E;journalArticle;2021;"Borba, VH; Martin, C; Machado-Silva, JR; Xavier, SCC; de Mello, FL; Iniguez, AM";Machine learning approach to support taxonomic species discrimination based on helminth collections data;PARASITES & VECTORS;"BackgroundThere are more than 300 species of capillariids that parasitize various vertebrate groups worldwide. Species identification is hindered because of the few taxonomically informative structures available, making the task laborious and genus definition controversial. Thus, its taxonomy is one of the most complex among Nematoda. Eggs are the parasitic structures most viewed in coprological analysis in both modern and ancient samples; consequently, their presence is indicative of positive diagnosis for infection. The structure of the egg could play a role in genera or species discrimination. Institutional biological collections are taxonomic repositories of specimens described and strictly identified by systematics specialists.MethodsThe present work aims to characterize eggs of capillariid species deposited in institutional helminth collections and to process the morphological, morphometric and ecological data using machine learning (ML) as a new approach for taxonomic identification. Specimens of 28 species and 8 genera deposited at ColecAo Helmintologica do Instituto Oswaldo Cruz (CHIOC, IOC/FIOCRUZ/Brazil) and Collection de Nematodes Zooparasites du Museum National d'Histoire Naturelle de Paris (MNHN/France) were examined under light microscopy. In the morphological and morphometric analyses (MM), the total length and width of eggs as well as plugs and shell thickness were considered. In addition, eggshell ornamentations and ecological parameters of the geographical location (GL) and host (H) were included.ResultsThe performance of the logistic model tree (LMT) algorithm showed the highest values in all metrics compared with the other algorithms. Algorithm J48 produced the most reliable decision tree for species identification alongside REPTree. The Majority Voting algorithm showed high metric values, but the combined classifiers did not attenuate the errors revealed in each algorithm alone. The statistical evaluation of the dataset indicated a significant difference between trees, with GL+H+MM and MM only with the best scores.ConclusionsThe present research proposed a novel procedure for taxonomic species identification, integrating data from centenary biological collections and the logic of artificial intelligence techniques. This study will support future research on taxonomic identification and diagnosis of both modern and archaeological capillariids.";s13071-021-04721-6.txt
UAE6HTLG;journalArticle;2022;Prasomphan, S;Toward Fine-grained Image Retrieval with Adaptive Deep Learning for Cultural Heritage Image;COMPUTER SYSTEMS SCIENCE AND ENGINEERING;Fine-grained image classification is a challenging research topic because of the high degree of similarity among categories and the high degree of dissimilarity for a specific category caused by different poses and scales. A cultural heritage image is one of the fine-grained images because each image has the same similarity in most cases. Using the classification technique, distinguishing cultural heritage architecture may be difficult. This study proposes a cultural heritage content retrieval method using adaptive deep learning for fine-grained image retrieval. The key contribution of this research was the creation of a retrieval model that could handle incremental streams of new categories while maintaining its past performance in old categories and not losing the old categorization of a cultural heritage image. The goal of the proposed method is to perform a retrieval task for classes. Incremental learning for new classes was conducted to reduce the re-training process. In this step, the original class is not necessary for re-training which we call an adaptive deep learning technique. Cultural heritage in the case of Thai archaeological site architecture was retrieved through machine learning and image processing. We analyze the experimental results of incremental learning for fine-grained images with images of Thai archaeological site architecture from world heritage provinces in Thailand, which have a similar architecture. Using a fine-grained image retrieval technique for this group of cultural heritage images in a database can solve the problem of a high degree of similarity among categories and a high degree of dissimilarity for a specific category. The proposed method for retrieving the correct image from a database can deliver an average accuracy of 85 percent. Adaptive deep learning for fine-grained image retrieval was used to retrieve cultural heritage content, and it outperformed state-of-theart methods in fine-grained image retrieval.;Prasomphan - 2023 - Toward Fine-grained Image Retrieval with Adaptive .txt
QLQM3LA2;journalArticle;2019;"Grilli, E; Remondino, F";Classification of 3D Digital Heritage;REMOTE SENSING;In recent years, the use of 3D models in cultural and archaeological heritage for documentation and dissemination purposes is increasing. The association of heterogeneous information to 3D data by means of automated segmentation and classification methods can help to characterize, describe and better interpret the object under study. Indeed, the high complexity of 3D data along with the large diversity of heritage assets themselves have constituted segmentation and classification methods as currently active research topics. Although machine learning methods brought great progress in this respect, few advances have been developed in relation to cultural heritage 3D data. Starting from the existing literature, this paper aims to develop, explore and validate reliable and efficient automated procedures for the classification of 3D data (point clouds or polygonal mesh models) of heritage scenarios. In more detail, the proposed solution works on 2D data (texture-based approach) or directly on the 3D data (geometry-based approach) with supervised or unsupervised machine learning strategies. The method was applied and validated on four different archaeological/architectural scenarios. Experimental results demonstrate that the proposed approach is reliable and replicable and it is effective for restoration and documentation purposes, providing metric information e.g. of damaged areas to be restored.;Grilli et Remondino - 2019 - Classification of 3D Digital Heritage.txt
DQKVQWPU;journalArticle;2019;"Agrafiotis, P; Skarlatos, D; Georgopoulos, A; Karantzalos, K";DepthLearn: Learning to Correct the Refraction on Point Clouds Derived from Aerial Imagery for Accurate Dense Shallow Water Bathymetry Based on SVMs-Fusion with LiDAR Point Clouds;REMOTE SENSING;"The determination of accurate bathymetric information is a key element for near offshore activities; hydrological studies, such as coastal engineering applications, sedimentary processes, hydrographic surveying, archaeological mapping and biological research. Through structure from motion (SfM) and multi-view-stereo (MVS) techniques, aerial imagery can provide a low-cost alternative compared to bathymetric LiDAR (Light Detection and Ranging) surveys, as it offers additional important visual information and higher spatial resolution. Nevertheless, water refraction poses significant challenges on depth determination. Till now, this problem has been addressed through customized image-based refraction correction algorithms or by modifying the collinearity equation. In this article, in order to overcome the water refraction errors in a massive and accurate way, we employ machine learning tools, which are able to learn the systematic underestimation of the estimated depths. In particular, an SVR (support vector regression) model was developed, based on known depth observations from bathymetric LiDAR surveys, which is able to accurately recover bathymetry from point clouds derived from SfM-MVS procedures. Experimental results and validation were based on datasets derived from different test-sites, and demonstrated the high potential of our approach. Moreover, we exploited the fusion of LiDAR and image-based point clouds towards addressing challenges of both modalities in problematic areas.";rs11192225.txt
4KEDNVIC;journalArticle;2021;"Davis, DS; Lundin, J";Locating Charcoal Production Sites in Sweden Using LiDAR, Hydrological Algorithms, and Deep Learning;REMOTE SENSING;Over the past several centuries, the iron industry played a central role in the economy of Sweden and much of northern Europe. A crucial component of iron manufacturing was the production of charcoal, which was often created in charcoal piles. These features are visible in LiDAR (light detection and ranging) datasets. These charcoal piles vary in their morphology by region, and training data for some feature types are severely lacking. Here, we investigate the potential for machine automation to aid archaeologists in recording charcoal piles with limited training data availability in a forested region of Jonkoping County, Sweden. We first use hydrological depression algorithms to conduct a preliminary assessment of the study region and compile suitable training data for charcoal production sites. Then, we use these datasets to train a series of RetinaNet deep learning models, which are less computationally expensive than many popular deep learning architectures (e.g., R-CNNs), allowing for greater usability. Together, our results demonstrate how charcoal piles can be automatically extracted from LiDAR datasets, which has great implications for improving our understanding of the long-term environmental impact of the iron industry across Northern Europe. Furthermore, our workflow for developing and implementing deep learning models for archaeological research can expand the use of such methods to regions that lack suitable training data.;Davis et Lundin - 2021 - Locating Charcoal Production Sites in Sweden Using.txt
ZUYHKAZB;journalArticle;2018;"Perry, GLW; O'Sullivan, D";Identifying Narrative Descriptions in Agent-Based Models Representing Past Human-Environment Interactions;JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY;There is a growing use of bottom-up simulation models to reconstruct past human-environment interactions. Such detailed representations pose difficult questions not only in their design (the generality-realism trade-off) but also about the inferences that are made from them. The historical sciences are faced with seeking to make robust inferences from limited, potentially biased and/or incomplete samples from uncontrolled systems, and as a result have sometimes employed narrative explanation. By contrast, simulation models can be used experimentally and can generate large amounts of data. Here, using an agent-based model of hunter-gatherer foraging in a previously unexplored ecosystem, we consider how narratives might be identified from the trajectories produced by simulations. We show how machine learning methods can isolate qualitatively similar types of model behaviour based on summaries of model outcomes and time series. We stand to learn from this approach because it enables us to answer two questions: (i) under what conditions (representations and/or parameterisations) do we observe in the model what is recorded in the archaeological and/or palaeoenvironmental record? and (ii) does the model yield unobserved dynamics? If so, are they plausible? Using models to develop narratives is a logical extension of the bottom-up approach inherent in agent-based modelling and has the potential, alongside conventional methods of model evaluation, to aid in learning from the rich dynamics of such simulations.;Perry et O'Sullivan - 2018 - Identifying Narrative Descriptions in Agent-Based .txt
T3CZLV2R;journalArticle;2019;"Aramendi, J; Arriaza, MC; Yravedra, J; Mate-Gonzalez, MA; Ortega, MC; Courtenay, LA; Gonzalez-Aguilera, D; Gidna, A; Mabulla, A; Baquedano, E; Dominguez-Rodrigo, M";Who ate OH80 (Olduvai Gorge, Tanzania)? A geometric-morphometric analysis of surface bone modifications of a Paranthropus boisei skeleton;QUATERNARY INTERNATIONAL;Olduvai Gorge (Tanzania) is one of the key areas for the study of human origins, given the sheer abundance of archaeological and paleontological sites discovered. Several of these archaeological sites have yielded numerous hominin fossils and traces of their activities, thus offering invaluable insights into the nature and origins of human behavior. Nevertheless, certain taphonomic discussions that have been of great importance for the study of the South African cave sites have remained unnoticed in East Africa. One of these issues revolves around the interpretation of Paranthropus as a common prey of predators. In this paper, we analyze the postcranial remains of OH80, a partial skeleton of a Paranthropus boisei discovered at the BK site (Bell Korongo, Bed II of Olduvai Gorge, Tanzania) in 2010. Some of the specimens of this skeleton have been reported to show surface modifications tentatively associated to the action of carnivores. Here, several pits observed on OH80-12, the Paranthropus boisei femur, were digitally reconstructed and analyzed through geometric morphometrics to determine the nature of the marks. The OH80-12 marks are compared with a modern sample of percussion marks and several carnivore tooth pits, since the action of both agents has previously been identified at the site and can sometimes result in equifinality problems. Alongside already published geometric morphometric tests, here we present a very newly developed approach based on the combination of geometric morphometric data and the training of machine learning algorithms. Both methodologies highlight that OH80 was consumed by carnivores, being a felid the most likely modifying agent.;j.quaint.2019.05.029.txt
CPVXAKV8;journalArticle;2021;"Brandsen, A; Lippok, F";A burning question-Using an intelligent grey literature search engine to change our views on early medieval burial practices in the Netherlands;JOURNAL OF ARCHAEOLOGICAL SCIENCE;This paper presents a case study on Early Medieval burial practices using AGNES, an intelligent search engine for Dutch archaeological grey literature. Traditionally, it is assumed that cremations phased out at the start of the Early Middle Ages, when the inhumation practice became more numerous. However, recent research (Lippok, 2020) shows that cremations might be more prevalent than previously assumed. Due to research efforts being concentrated on furnished inhumations, cremations and other types of burials have not received their share of research interest. It is suspected that unknown Early Medieval cremations may be found in grey literature research reports. The rapidly growing document collection requires more efficient methods to search through this big data, as manual searching is too time intensive. AGNES uses machine learning to allow searching on archaeological concepts (such as time periods and artefacts) in full texts, solving common problems with synonymy and polysemy. This paper describes a controlled search for Early Medieval cremations in the Netherlands, and a comparison of the new information uncovered from the reports to prior knowledge on the topic. The queries resulted in 2541 hits. Twenty-three Early Medieval cremations that were previously unknown to experts were uncovered, and 31 (of 77) known sites were identified. Forty-one possibly interesting documents were noted, where it was not clear from the report if Early Medieval cremations were present. 2446 documents were not relevant to the study for various reasons. The 23 new sites are an increase of 30% over the existing knowledge of experts. In the last 20 years only nine new sites featuring Early Medieval cremations were discovered, so being able to add another 23 is a major development. Adding previously unknown Early Medieval cremations to the dataset challenges the existing bias for inhumation graves, and supports striving towards viewing the Early Medieval burial repertoire as more heterogeneous and representative. This indicates that AGNES is useful for archaeological research, and the uncovered information can lead to a more cohesive view of the past.;j.jas.2021.105456.txt
4QR694BF;journalArticle;2021;"Carter, BP; Blackadar, JH; Conner, WLA";When Computers Dream of Charcoal Using Deep Learning, Open Tools, and Open Data to Identify Relict Charcoal Hearths in and around State Game Lands in Pennsylvania;ADVANCES IN ARCHAEOLOGICAL PRACTICE;"This research employs machine learning (Mask Region-Based Convolutional Neural Networks [Mask R-CNN]) and cluster analysis (Density-based spatial clustering of applications with noise [DBSCAN]) to identify more than 20,000 relict charcoal hearths (RCHs) organized in large \fields\"" within and around State Game Lands (SGLs) in Pennsylvania. This research has two important threads that we hope will advance the archaeological study of landscapes. The first is the significant historical impact of charcoal production, a poorly understood industry of the late eighteenth to early twentieth century, on the historic and present landscape of the United States. Although this research focuses on charcoal production in Pennsylvania, it has broad application for both identifying and contextualizing historical charcoal production throughout the world and for better understanding modern charcoal production. The second thread is the use of open data, open source, and open access tools to conduct this analysis, as well as the open publication of the resultant data. Not only does this research demonstrate the significance of open access tools and data but the open publication of our code as well as our data allow others to replicate our work, to tweak our code and protocols for their own work, and reuse our results.""";Carter et al. - 2021 - When Computers Dream of Charcoal Using Deep Learni.txt
PCQUAZPX;journalArticle;2022;"Schmidt, VM; Zelger, P; Woess, C; Pallua, AK; Arora, R; Degenhart, G; Brunner, A; Zelger, B; Schirmer, M; Rabl, W; Pallua, JD";Application of Micro-Computed Tomography for the Estimation of the Post-Mortem Interval of Human Skeletal Remains;BIOLOGY-BASEL;Simple Summary With a short sample-preparation time, micro-computer tomography provides a non-destructive method to estimate the post-mortem interval. With a deep learning approach for post-mortem interval estimation (ranging from one day to 2000 years) in bones, the estimation can be approximated with high precision. It is challenging to estimate the post-mortem interval (PMI) of skeletal remains within a forensic context. As a result of their interactions with the environment, bones undergo several chemical and physical changes after death. So far, multiple methods have been used to follow up on post-mortem changes. There is, however, no definitive way to estimate the PMI of skeletal remains. This research aimed to propose a methodology capable of estimating the PMI using micro-computed tomography measurements of 104 human skeletal remains with PMIs between one day and 2000 years. The present study indicates that micro-computed tomography could be considered an objective and precise method of PMI evaluation in forensic medicine. The measured parameters show a significant difference regarding the PMI for Cort Porosity p < 0.001, BV/TV p > 0.001, Mean1 p > 0.001 and Mean2 p > 0.005. Using a machine learning approach, the neural network showed an accuracy of 99% for distinguishing between samples with a PMI of less than 100 years and archaeological samples.;Schmidt et al. - 2022 - Application of Micro-Computed Tomography for the E.txt
YF5NSA2Z;journalArticle;2021;"Herrault, PA; Poterek, Q; Keller, B; Schwartz, D; Ertlen, D";Automated detection of former field systems from airborne laser scanning data: a new approach for Historical Ecology;INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION;Former field systems (FFS) are the most widespread traces of ancient activities in present European landscapes and represent significant perturbations to ecosystems. Through its ability to penetrate forest canopies and detect microlandforms, Airborne Laser Scanning data reveal archaeological relics over large areas, from periods older than the first available Historical Topographic Maps. Mapping these traces from ALS-derived data (e.g. Digital Elevation Model (DEM)) thus allows for a determination of a new temporal baseline in order to evaluate the effects of a longer history on current patterns of biodiversity. Here, we evaluate the ability of traditional machine learning (Random Forest-RF) and deep learning (Fully Connected Networks-FCN) models to detect Medieval Terraced slopes and Ridges and Furrows (RaF) from an ALS-derived DEM in the southern Vosges (1462 km(2)). We used a combination of Local Binary Patterns and topographical metrics to measure properties of FFS and to train detection models. We then assessed the relative performance of each model semantically and spatially. Our results demonstrated the high suitability of our approach for reproducing major trends in the landscape with a high level of similarity between the predicted and reference spatial patterns (Structural Similarity Index - SSIM > 0.75). RF outperformed FCN for Terraced Slopes, whilst minimizing the false positive rate. FCN slightly outperformed RF for the RaF dataset but showed promising abilities to survey unseen data with a low sensitivity to annotation errors. We suggest that this approach has the potential to offer new spatio-temporal possibilities in Historical Ecology studies as a means of automatically detecting past archaeological ecosystems from a landscape to a regional scale.;Herrault et al. - 2021 - Automated detection of former field systems from a.txt
VD3DKNGD;journalArticle;2021;"Anichini, F; Dershowitz, N; Dubbini, N; Gattiglia, G; Itkin, B; Wolf, L";The automatic recognition of ceramics from only one photo: The ArchAIDE app;JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS;"Pottery is of fundamental importance for understanding archaeological contexts. However, recognition of ceramics is still a manual, time-consuming activity, reliant on analogue catalogues created by specialists, held in archives and libraries. The ArchAIDE project worked to streamline, optimise, and economise the mundane aspects of these processes, using the latest automatic image recognition technology, while retaining key decision points necessary to create trusted results. The project has developed two complementary machine-learning tools to propose identifications based on images captured on site. One method relies on the shape of the fracture outline of a sherd; the other is based on decorative features. For the outline-identification tool, a novel deeplearning architecture was employed, integrating shape information from points along the inner and outer surfaces. The decoration classifier is based on relatively standard architectures used in image recognition. In both cases, training the classifiers required tackling challenges that arise when working with real-world archaeological data: the paucity of labelled data; extreme imbalance between instances of the different categories; and the need to avoid neglecting rare types and to take note of minute distinguishing features of some forms. The scarcity of training data was overcome by using synthetically-produced virtual potsherds and by employing multiple data-augmentation techniques. A novel way of training loss allowed us to overcome the problems caused by under-populated classes and non-homogeneous distribution of discriminative features.";j.jasrep.2020.102788.txt
8GEIXVM9;journalArticle;2021;"Tanti, M; Berruyer, C; Tafforeau, P; Muscat, A; Farrugia, R; Scerri, K; Valentino, G; Sole, VA; Briffa, JA";Automated segmentation of microtomography imaging of Egyptian mummies;PLOS ONE;Propagation Phase Contrast Synchrotron Microtomography (PPC-SR mu CT) is the gold standard for non-invasive and non-destructive access to internal structures of archaeological remains. In this analysis, the virtual specimen needs to be segmented to separate different parts or materials, a process that normally requires considerable human effort. In the Automated SEgmentation of Microtomography Imaging (ASEMI) project, we developed a tool to automatically segment these volumetric images, using manually segmented samples to tune and train a machine learning model. For a set of four specimens of ancient Egyptian animal mummies we achieve an overall accuracy of 94-98% when compared with manually segmented slices, approaching the results of off-the-shelf commercial software using deep learning (97-99%) at much lower complexity. A qualitative analysis of the segmented output shows that our results are close in terms of usability to those from deep learning, justifying the use of these techniques.;Tanti et al. - 2021 - Automated segmentation of microtomography imaging .txt
E7QG4Q7M;journalArticle;2022;"Bouzid, S; Barge, O";Towards a typology of desert kites combining quantitative and spatial approaches;ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES;Desert kites are very large archaeological constructions discovered in large numbers during the last decade thanks to their identification on satellite images. The geographical area where they are present is considerable, from the Aralo-Caspian zone to central-western Arabia. Always present, several elements make up the layout of the kites, which makes them singular constructions and identifies them. However, variations in shape or size are observed throughout their extension area. Using qualitative and quantitative variables obtained by observing a sample of kites (10% of the total identified) on high-resolution satellite images, we propose a combination of exploratory statistical analysis, unsupervised machine learning approaches (PCA, clustering and association rules) and spatial analysis (neighbourhood) to establish a clustering of kites based on their morphological descriptions. This work allows to identify groups of kites sharing similar features, each of which is relatively circumscribed in geographic space. This regionalisation of morphologically homogeneous groups of kites could explain the temporality of the constructions while, despite recent fieldwork, dating is still rare.;Bouzid et Barge - 2022 - Towards a typology of desert kites combining quant.txt
9NJQNQDW;journalArticle;2018;Carranza, E;The study of lithic assemblages on deflation surfaces: The case study of Arroyo Verde, Northern Patagonia coast, Argentina;JOURNAL OF LITHIC STUDIES;This paper focuses on surface lithic artefacts from Holocene coastal hunter gatherer occupations of Arroyo Verde archaeological locality (Rio Negro province, Northern Patagonia, Argentina). The study of lithic assemblages collected at a deflation surface surrounded by stabilised sand dunes near the coastline, shows that wind produce significant corrasion (wind abrasion) of artefacts and affects preservation of small and medium size artefacts. The sample is mainly composed of chert knapping debitage with abraded and polished edges and surfaces. The artefact size distribution suggests that a subset of the assemblage exhibits good preservation, possibly due to the recent subaerial exposure. Furthermore, carbonate and mould coatings were recorded over the artefacts surface in contact with the ground, which indicates the presence of humid conditions in the sand dunes deflation area. In order to explore the factors that affected assemblage stability conditions in the locus, a machine learning based decision tree was applied. The model predicts and defines a threshold at which the occurrence of instability conditions may appear. Also, it suggests that relative altitude of artefacts within the deflation hollow is the primary variable explaining the exposure conditions recorded in the artefacts and it points out processes of differential deflation over time. The data presented here illustrates how wind alters local surface materials and emphasizes that a taphonomic perspective is needed to assess the formation processes within northern Patagonia coastal archaeological assemblages.;Carranza - 2018 - The study of lithic assemblages on deflation surfa.txt
DJ7IKC8H;journalArticle;2021;"Bordon, P; Martinelli, P; Medina, PZ; Bonomo, N; Ratto, NR";Automatic detection of mud-wall signatures in ground-penetrating radar data;ARCHAEOLOGICAL PROSPECTION;The ground-penetrating radar (GPR) method with the standard constant-offset reflection mode allows to detect and map different types of archaeological structures, such as walls, foundations, floors and roads. The interpretation of the GPR data usually involves a detailed and time-consuming analysis of large amounts of information, which entails nonnegligible chances of errors, especially under nonideal fieldwork conditions. The application of suitable automatic detection algorithms can be useful to more rapidly and successfully complete the interpretation task. In this work, we explore the use of supervised machine learning methodologies to automatically detect mud-wall signatures in radargrams and to map the structures from these detections. Several algorithms, based on Viola-Jones cascade classifiers and the image feature descriptors Haar, histogram of oriented gradients and local binary patterns, were implemented. These algorithms were applied to datasets previously acquired in pre-Inca and Inca-Hispanic sites located in the Andean NW region of Argentina. The best algorithms provided very good detection rates for well-preserved walls and acceptable rates for deteriorated walls, with a low number of spurious predictions. They also exhibited the ability to detect collapsed walls and fragments detached from them. These are remarkable results because mud walls are usually difficult to be detected by conventional analysis, owing to the complex and variable characteristics of their reflection patterns. The results of the automatic detection techniques were represented in plan views and three-dimensional (3D) views that delineated in detail most of the structures of the sites. These algorithms are very fast, so applying them significantly reduces the interpretation times. In addition, once they have been trained using the patterns of one or several sites, they are directly applicable to other sites with similar characteristics.;arp.1799.txt
JHADZEXW;journalArticle;2022;"Raimundo, J; Medina, SLC; De Mata, JA; Prieto, JF";Multisensor Data Fusion by Means of Voxelization: Application to a Construction Element of Historic Heritage;REMOTE SENSING;Point clouds are very common tools used in the work of documenting historic heritage buildings. These clouds usually comprise millions of unrelated points and are not presented in an efficient data structure, making them complicated to use. Furthermore, point clouds do not contain topological or semantic information on the elements they represent. Added to these difficulties is the fact that a variety of different kinds of sensors and measurement methods are used in study and documentation work: photogrammetry, LIDAR, etc. Each point cloud must be fused and integrated so that decisions can be taken based on the total information supplied by all the sensors used. A system must be devised to represent the discrete set of points in order to organise, structure and fuse the point clouds. In this work we propose the concept of multispectral voxels to fuse the point clouds, thus integrating multisensor information in an efficient data structure, and applied it to the real case of a building element in an archaeological context. The use of multispectral voxels for the fusion of point clouds integrates all the multisensor information in their structure. This allows the use of very powerful algorithms such as automatic learning and machine learning to interpret the elements studied.;Raimundo et al. - 2022 - Multisensor Data Fusion by Means of Voxelization .txt
C4BPRJUJ;journalArticle;2021;"Ma, Y; Grimes, V; Van Biesen, G; Shi, L; Chen, KL; Mannino, MA; Fuller, BT";Aminoisoscapes and palaeodiet reconstruction: New perspectives on millet-based diets in China using amino acid delta C-13 values;JOURNAL OF ARCHAEOLOGICAL SCIENCE;Foxtail millet (Setaria italica) and common millet (Panicum miliaceum) were important staple crops for the inhabitants of northern China since the Neolithic. The near exclusive consumption of these millets results in extremely elevated bulk collagen delta C-13 values (similar to-7 parts per thousand to -5 parts per thousand), which serve as natural isotopic tracers in palaeodiet studies. Here we report individual amino acid delta C-13 results (delta C-13(AA)) for humans (n = 12) and animals (n = 9) that consumed varying amounts of millets at the Proto-Shang period (2000-1600 BC) site of Nancheng, China. Using established delta C-13(AA) proxies (Delta C-13(Gly-Phe), Delta C-13(val-Phe), and plots of delta C-13(phe) vs. delta C-13(val), delta C-13(Lys) vs. Delta C-13(Giy-phe), and delta C-13(Lys) vs. Delta C-13(va1-phe)) and machine learning assisted principal component analysis (MLA-PCA), we compared the Nancheng data to published known archaeological C-3, C-4, marine and freshwater protein consumers. Exclusive millet-consuming humans and animals from Nancheng displayed highly C-13-enriched amino acid results, which were distinct from C-4 consumers of maize (Zea mays) in the Americas. Compared to delta C-13(AA) dietary proxies, MLA-PCA provides improved separation for all of the different dietary categories reviewed. Further, this method was able to distinguish additional dietary details, such as identifying brackish species. Increased application of MLA-PCA in palaeodiet research utilizing delta C-13(AA) measurements could create regional and global aminoisoscapes that can reveal unique dietary and environmental information that is otherwise hidden by bulk and existing delta C-13(AA) proxy isotopic analyses.;j.jas.2020.105289.txt
